location_name	total_population	total_urban_pop
anyuysk	0.157000	0.000000
anzhou	17.778000	0.004000
anzourou	11.329000	0.000000
aoe	0.149000	0.000000
aonin	1.142000	0.000000
aosta	35.695000	0.009000
aoudaghost	3.860000	0.017000
aouint_yghomane	8.993000	0.000000
aoukale	9.359000	0.000000
aousserd	8.379000	0.000000
aowa	0.280000	0.000000
apafalaya	2.484000	0.043000
apahtoksipisskan	0.318000	0.000000
apalachee	1.768000	0.043000
apan	30.719000	0.018000
apapelgino	0.157000	0.000000
apaqtukowatek	0.318000	0.000000
aparri	1.115000	0.000000
apataki_atoll	0.073000	0.000000
apatzingan	42.268000	0.017000
apeldoorn	18.159000	0.004000
apetowun	0.212000	0.000000
api_api	2.598000	0.013000
apiacas	3.918000	0.000000
apiai	1.185000	0.000000
apiaka	1.313000	0.000000
apica	5.065000	0.015000
apinji	1.660000	0.000000
apispaha	0.280000	0.000000
apolda	13.088000	0.026000
apollonia	28.928000	0.000000
apoquitaua	2.698000	0.000000
apotaka_hacha	5.065000	0.015000
appamatuck	2.861000	0.016000
appingedam	13.703000	0.000000
appleby	12.394000	0.000000
appomattox	5.639000	0.000000
apt	23.945000	0.000000
apucarana	3.160000	0.000000
apui	13.431000	0.006000
apuka	0.157000	0.000000
apure	21.167000	0.000000
apurlec	23.473000	0.019000
apyawa	4.412000	0.000000
apytere	1.756000	0.000000
aq_am	0.318000	0.000000
aqaba	7.139000	0.004000
aqanqmi	0.318000	0.000000
aqca	14.627000	0.010000
aqda	4.204000	0.007000
aqiq_banu_uqayi	39.523000	0.140000
aqmecit	3.727000	0.007000
aqmecit_prybuzhzhya	3.697000	0.007000
aquidauana	0.039000	0.000000
aquila	40.553000	5.112000
aquileia	11.863000	0.082000
aqush	19.858000	0.000000
aqyam_nup	0.318000	0.000000
ar_rabadha	6.238000	0.010000
ar_rabb	9.506000	0.010000
ar_rass	12.200000	0.010000
ar_rawdah	1.333000	0.010000
ar_rayn	9.560000	0.010000
ar_rayyan	5.275000	0.031000
ar_rukai	11.650000	0.004000
ar_ruwailiyyah	13.919000	0.010000
araban	11.192000	0.006000
arabi	8.191000	0.008000
arac	15.652000	0.005000
aracena	17.445000	0.008000
arachan	2.362000	0.000000
aracuai	3.477000	0.000000
arad	19.882000	0.009000
araes	1.855000	0.000000
aragua	20.390000	0.000000
araguaia	0.346000	0.000000
araguari	14.242000	0.000000
araicuahita	3.445000	0.000000
arak	7.339000	0.014000
arakaiu	40.480000	0.000000
aranama	0.182000	0.000000
aranda_de_duero	34.418000	0.180000
arandai	1.080000	0.000000
arangastakh	0.157000	0.000000
araouane	5.505000	0.017000
arapgir	37.196000	0.000000
arapuey	7.219000	0.000000
araquara	8.162000	0.000000
arar	3.797000	0.010000
ararayu_aba	1.715000	0.000000
arari	10.843000	0.000000
araripocone	8.862000	0.000000
araritaguaba	2.977000	0.000000
arasibo	1.458000	0.000000
araska	12.126000	0.010000
aratika_atoll	0.022000	0.000000
aratu	9.134000	0.000000
arauca	2.572000	0.000000
araut	6.878000	0.007000
araya	4.295000	0.000000
arbaji	55.718000	0.007000
arboga	5.818000	0.008000
arbroath	5.102000	0.000000
archar	15.865000	0.009000
arches	26.900000	0.000000
archit	2.711000	0.000000
arcos_de_la_frontera	14.938000	1.896000
arcot	83.362000	0.000000
ardabil	11.142000	0.004000
ardagh	1.980000	0.235000
ardahan	14.847000	0.008000
ardakan	2.310000	0.007000
ardatov	13.683000	0.167000
ardestan	8.476000	0.007000
ardra	33.925000	0.000000
ardtornish	4.119000	0.018000
arechuna	5.035000	0.000000
areia	9.366000	0.000000
arequipa	20.810000	0.000000
arerius	3.260000	0.000000
ares_del_maestre	12.014000	0.008000
aresh	10.859000	0.000000
arevalo	37.562000	0.008000
arezzo	36.170000	1.895000
argada	0.157000	0.000000
argamakli_sarai	2.739000	0.005000
argas	0.157000	0.000000
argaxtaax	0.157000	0.000000
argenta	15.803000	0.009000
argentan	62.432000	0.009000
arges	10.005000	0.009000
arghestan	18.143000	0.010000
argi	2.361000	0.004000
argos	4.475000	0.025000
arguin	8.795000	0.000000
argun	4.697000	0.019000
arguvan	30.433000	0.000000
argyrokastro	14.966000	0.009000
ariano	40.611000	0.009000
ariari	5.764000	0.000000
aribinda	10.735000	0.017000
arica	19.410000	0.000000
ariguani	6.331000	0.000000
arikun	8.416000	0.000000
arilje	18.326000	0.010000
ariste	0.140000	0.000000
aritpa	1.064000	0.048000
ariza	13.237000	0.008000
arjeplog	0.292000	0.000000
arka	0.157000	0.000000
arkaba_tura	0.203000	0.000000
arkadak	2.885000	0.012000
arkat	0.441000	0.000000
arkhan	5.535000	0.001000
arkhangelsk	1.692000	0.016000
arkhangelskoye	6.842000	0.000000
arkhangelskoye_vologda	3.294000	0.000000
arkhara	2.353000	0.004000
arkhyz	3.596000	0.076000
arkvaz	8.940000	0.027000
arlal	5.264000	0.017000
arles	41.037000	2.105000
arlon	9.762000	0.006000
armagh	1.877000	0.401000
armavir	4.316000	0.005000
armizonskoye	1.378000	0.005000
arnay	33.566000	0.000000
arnedo	38.090000	0.008000
arnhem	20.070000	0.003000
arno_atoll	0.341000	0.000000
arnsberg	25.586000	0.042000
arnstadt	33.933000	0.073000
aro	3.208000	0.000000
aroas	10.801000	0.000000
aroche	9.128000	0.008000
arochukwu	27.358000	0.000000
arock	0.701000	0.000000
arona	11.677000	0.004000
aroostook	0.561000	0.000000
arop	2.401000	0.000000
aror	135.019000	0.000000
arque	19.714000	0.029000
arques	40.677000	0.009000
arrah	182.705000	0.007000
arraias	9.732000	0.000000
arran	2.902000	0.012000
arras	51.463000	4.664000
arrayda	13.495000	0.017000
arroio	3.403000	0.000000
arroyo	9.102000	0.008000
ars	10.474000	0.000000
arshgul	15.566000	0.029000
arslanbob	26.068000	0.001000
arsubaniket	3.192000	0.000000
arsuz	4.379000	0.009000
arta	11.872000	0.043000
artah	41.770000	0.009000
artanuji	12.228000	0.009000
artashavan	6.347000	0.004000
arthabaska	0.106000	0.000000
arti	3.469000	0.000000
artush	9.384000	0.008000
artyk	0.157000	0.000000
artyk_ata	6.240000	0.000000
arua	1.806000	0.000000
arua_amazon	1.236000	0.000000
aruamu	10.411000	0.000000
arubeira	0.315000	0.000000
aruja	1.300000	0.000000
arun	13.764000	0.002000
aruni	13.340000	0.000000
aruppukkottai	83.271000	0.000000
arusha	8.227000	0.000000
arut	1.891000	0.000000
arutua_atoll	0.080000	0.000000
arvidsjaur	0.292000	0.000000
aryaru	17.912000	0.003000
arykbalyk	0.679000	0.000000
arylakh	0.157000	0.000000
arzamas	11.955000	0.146000
arzew	15.673000	0.010000
arzgir	2.052000	0.000000
arzu	2.721000	0.007000
as_salafiyah	38.482000	0.099000
as_salif	83.148000	0.116000
as_sib	21.550000	0.007000
as_sulaymi	1.500000	0.010000
as_suwaydirah	5.651000	0.019000
as_suwayriqiyah	4.848000	0.027000
asa	16.455000	0.005000
asadabad	9.080000	0.008000
asadabad_kunar	16.836000	0.021000
asahan	12.258000	0.003000
asahkaiowaipu	0.701000	0.000000
asaita	10.305000	0.008000
asaka	12.680000	0.015000
asakuchi	40.456000	0.010000
asakura	22.063000	0.015000
asanas	0.588000	0.000000
asbo	20.536000	0.009000
aschach	20.123000	0.013000
aschaffenburg	13.063000	0.015000
aschendorf	10.949000	0.000000
ascolipiceno	34.809000	5.108000
asele	0.812000	0.009000
aseptiketiheylhets	5.348000	0.000000
asfan	23.483000	0.143000
asfi	13.077000	0.025000
ash_shamli	3.462000	0.010000
ash_shaqiqah	1.833000	0.000000
ash_shibahah	1.717000	0.009000
ash_shuara	7.187000	0.010000
ash_shuaybah	11.679000	0.004000
ash_shuaybah_hail	2.795000	0.010000
ashalaho	0.701000	0.000000
ashaninka	7.947000	0.000000
ashaval	139.756000	15.737000
ashby	0.862000	0.000000
ashca_caycu	2.575000	0.000000
ashchyozek	1.911000	0.001000
ashevo	1.110000	0.000000
asheweig	0.106000	0.000000
asheyi	0.159000	0.000000
ashida	20.963000	0.005000
ashigara	27.522000	0.035000
ashikaga_loc	24.417000	0.055000
ashikita	22.473000	0.005000
ashkamesh	3.368000	0.001000
ashmunayn	63.767000	0.009000
ashmyany	13.142000	0.005000
ashoro	0.259000	0.000000
ashraf	19.697000	0.008000
asht	32.542000	0.000000
ashtabula	1.992000	0.000000
ashuanipi	0.106000	0.000000
ashuapmushuan	0.106000	0.000000
asifabad	83.088000	0.000000
asika	50.610000	0.005000
asila_arabia	20.547000	0.010000
asilah	24.351000	0.010000
asingasta	1.093000	0.000000
asiniike	0.701000	0.000000
asiniwaciy	0.106000	0.000000
asir	3.426000	0.006000
asir_ALG	21.248000	0.006000
asirgarh	81.026000	0.000000
askataliank	0.850000	0.000000
askino	2.886000	0.000000
askiz	1.547000	0.010000
askot	16.874000	0.020000
aslan_horod	3.216000	0.000000
aslanapa	26.546000	0.072000
aslanduz	17.351000	0.010000
asmara	19.828000	0.008000
asmat	1.061000	0.000000
asni	91.528000	0.000000
aso	22.452000	0.005000
asola	36.379000	0.009000
asoqasqoq	0.106000	0.000000
aspa	2.793000	0.000000
aspara	5.979000	0.000000
aspas	2.290000	0.007000
aspet	21.801000	0.000000
aspotogan	0.106000	0.000000
assa	11.330000	0.009000
assab	9.699000	0.008000
assabet	4.236000	0.000000
assan	1.825000	0.000000
assapasca	0.106000	0.000000
assawoman	1.851000	0.000000
assen	5.735000	0.020000
assens	22.136000	0.008000
assereniet	1.851000	0.000000
assinie	18.500000	0.000000
assisi	28.894000	2.940000
assode	12.880000	0.000000
assonet	5.359000	0.000000
assorodus	1.121000	0.000000
assosa	46.664000	0.000000
assunpink	3.535000	0.000000
astara	4.244000	0.007000
astarabad	29.166000	0.006000
asti	66.846000	2.008000
astore	4.108000	0.033000
astorga	31.088000	0.059000
astrakhan	17.221000	0.000000
astrina	6.666000	0.000000
astros	5.792000	0.010000
asuf	16.701000	0.010000
asurini	2.813000	0.000000
asvieja	5.555000	0.000000
aswan	55.932000	0.003000
asyut	101.245000	4.901000
at_tarfawi	7.151000	0.010000
ata_mindanao	1.083000	0.000000
atacames	15.948000	0.000000
atach	8.558000	0.000000
atahachi	5.093000	0.043000
atajal	0.287000	0.000000
atakpame	9.087000	0.000000
atalanti	21.354000	0.008000
atanagunypacam	1.390000	0.000000
atanari	4.448000	0.000000
atanuul	1.670000	0.008000
atar	3.904000	0.000000
atargan	0.157000	0.000000
atarque	0.420000	0.000000
atash	3.981000	0.000000
atbara	74.091000	0.007000
atbasar	1.283000	0.000000
atchafalaya	1.700000	0.000000
atepec	12.094000	0.048000
atfalati	0.701000	0.000000
atfih	143.984000	0.009000
ath	22.573000	0.007000
athabasca	0.318000	0.000000
athani	61.199000	0.000000
athenry	5.955000	0.006000
athens	85.709000	2.713000
athlone	3.732000	0.030000
athmallik	30.015000	0.008000
athy	31.507000	0.011000
atibaia	4.143000	0.000000
atico	14.499000	0.046000
atikaki	0.318000	0.000000
atikokiwam	0.106000	0.000000
atikonak	0.106000	0.000000
atikuan	0.106000	0.000000
atikum	16.181000	0.000000
atikwa	0.212000	0.000000
atinggola	6.483000	0.022000
atishchevo	6.345000	0.000000
atitlan	26.776000	0.048000
atitlan_guatemala	21.714000	0.055000
atiya	114.106000	0.009000
atka	0.157000	0.000000
atkarsk	4.608000	0.020000
atnatuu	0.210000	0.000000
atocpan	26.658000	0.048000
atoj_wasin	1.747000	0.000000
atpazari	47.173000	0.005000
atrakwaye	1.271000	0.000000
atrat	8.148000	0.098000
atri	15.096000	0.008000
atsugewi	0.701000	0.000000
atsuta	0.245000	0.000000
attaock	3.498000	0.000000
attaqua	0.021000	0.000000
attawapiskat	0.318000	0.000000
attendorn	37.242000	0.022000
attequa	0.719000	0.000000
attikamagen	0.318000	0.000000
attock	38.310000	0.000000
atuel	3.840000	0.000000
atzaccan	13.333000	0.018000
atzhaksy	1.716000	0.000000
aubusson	29.756000	0.009000
auccapana	19.475000	0.000000
auch	36.095000	0.038000
augsburg	15.671000	5.412000
aukwatowa	0.036000	0.000000
aulatsivik	0.106000	0.000000
auleta	1.895000	0.000000
aullagas	19.320000	0.000000
aulnay	28.325000	0.000000
aumale	25.337000	0.028000
aundh	217.655000	0.000000
auneau	25.908000	0.000000
aunona	0.318000	0.000000
aupouri	0.883000	0.000000
aupuhkirakanewe	1.458000	0.016000
auqajikuna	1.052000	0.000000
aur_atoll	0.237000	0.000000
aurich	7.497000	0.000000
aurillac	47.303000	0.009000
aurland	2.054000	0.008000
ausa	167.340000	0.000000
austria_baden	27.888000	0.026000
autlan	9.973000	0.046000
autun	36.480000	2.095000
auwe	7.340000	0.000000
auxerre	34.940000	0.038000
auxonne	13.207000	0.000000
auyo	15.229000	0.016000
ava_canoeiro	8.151000	0.000000
avaes	2.925000	0.000000
avaj	14.193000	0.006000
avallon	34.019000	0.000000
aveh	23.923000	0.007000
avellino	33.361000	0.008000
avesta	6.866000	0.009000
avga	18.714000	0.004000
avignon	54.955000	2.030000
avila	41.272000	0.051000
aviles	20.632000	0.008000
avis	10.886000	0.016000
avlayakan	0.157000	0.000000
avlonya	9.638000	0.009000
avnagar	20.275000	0.004000
avraga	18.166000	0.002000
avranches	52.394000	0.009000
awa	25.186000	0.005000
awa_brazil	5.731000	0.000000
awa_shikoku	43.917000	0.010000
awabakal	0.518000	0.000000
awad_bing	6.618000	0.000000
awadh	166.031000	6.994000
awaji	25.164000	0.005000
awajun	2.666000	0.000000
awaran	3.574000	0.009000
aware	19.642000	0.008000
awastara	0.608000	0.000000
awaswas	1.200000	0.000000
awatixa	0.420000	0.000000
awaxaawi_ishiibisha	0.280000	0.000000
awbare	5.752000	0.008000
awbeh	1.451000	0.001000
awen	0.234000	0.000000
awjila	11.477000	0.011000
awka	33.903000	0.016000
awka_etiti	21.639000	0.015000
awlil	16.933000	0.017000
awngthim	0.169000	0.000000
awrtable	8.048000	0.007000
awyi	0.661000	0.000000
awyu	0.802000	0.000000
axawiri	20.102000	0.068000
axim	24.612000	0.000000
axochiapan	30.977000	0.048000
axocopan	38.180000	0.048000
axum	21.232000	4.626000
aya	23.769000	0.005000
ayadaldapa	0.280000	0.000000
ayagoz	1.668000	0.000000
ayahciyiniw_sakahikan	0.318000	0.000000
ayahuacas	34.630000	0.000000
ayamaco	1.458000	0.000000
ayamonte	3.530000	0.008000
ayan	0.157000	0.000000
ayas	25.659000	0.009000
ayasuluk	18.179000	0.040000
ayaviri	30.331000	3.820000
ayay	0.379000	0.000000
ayays	2.440000	0.016000
aybas	1.927000	0.000000
aydhab	9.138000	0.007000
aydincik	5.558000	0.005000
ayerou	14.102000	0.000000
ayish	1.280000	0.000000
aylesbury	18.274000	0.000000
ayllu_yacuchiri	1.203000	0.000000
ayn_tamr	4.488000	0.001000
ayni	5.299000	0.001000
ayntab	20.217000	0.009000
aynuna	3.468000	0.012000
ayo	2.397000	0.000000
ayo_ayo	17.360000	0.000000
ayodhya	122.450000	2.177000
ayopaya	10.422000	0.029000
ayora	11.330000	0.008000
ayr	18.887000	0.008000
aytos	10.793000	0.009000
ayvacik	6.138000	0.000000
ayvu_pora	10.972000	0.000000
az_zilfi	28.596000	0.010000
az_zubayir	2.390000	0.012000
azab	2.854000	0.010000
azadvar	6.064000	0.008000
azai	18.820000	0.005000
azamgarh	153.238000	0.000000
azcapotzalco	98.456000	4.696000
azeevo	6.663000	0.000000
azeffoun	19.829000	0.010000
azemmour	20.492000	2.226000
azghand	3.700000	0.002000
azia	35.338000	0.016000
azilal	11.111000	0.000000
azile	1.240000	0.015000
aznakayevo	6.263000	0.000000
azok	2.272000	0.004000
azougui	3.685000	0.000000
azraq	6.165000	0.000000
azrou	16.846000	0.012000
aztatlan	4.152000	0.017000
azua	1.728000	0.000000
azuaga	19.843000	0.008000
azumi	25.360000	0.005000
azzan	5.726000	0.000000
baak	70.601000	0.018000
baalbek	93.788000	0.014000
baashalapache	0.280000	0.000000
baawitigong	1.296000	0.000000
bab_kot	63.632000	0.105000
baba	38.105000	0.000000
baba_ata	1.322000	0.000000
babadag	8.763000	0.009000
babahuyu	14.274000	0.000000
babana	18.712000	0.016000
babar	0.309000	0.000000
babayevo	1.176000	0.000000
babichas	64.161000	0.000000
babicora	1.299000	0.018000
babimost	10.644000	0.000000
babonoyaba	2.468000	0.000000
baborigame	3.582000	0.000000
babruysk	9.319000	0.009000
babuyan	1.186000	0.000000
babuyan_islands	0.264000	0.000000
babuza	6.894000	0.000000
bac_thai_nguyen	6.121000	0.007000
bacalhieu	0.106000	0.000000
bacau	6.679000	0.009000
baciravan	11.778000	0.002000
backnang	14.324000	0.007000
bacs	28.465000	0.010000
bacuma	4.735000	0.000000
bad_ischl	35.887000	0.027000
bad_rock	0.420000	0.000000
bada	7.053000	0.003000
bada_yaqub	1.723000	0.016000
badabedi	4.443000	0.008000
badajoz	28.029000	1.982000
badam	4.020000	0.000000
badamgarh	40.814000	0.041000
badami	65.428000	0.000000
badau	10.114000	0.006000
baden	35.541000	0.036000
baden_im_aargau	8.261000	0.000000
badenoch	6.152000	0.022000
bades	32.032000	0.010000
badhu	0.115000	0.000000
badi	9.508000	0.007000
badimala	0.277000	0.000000
badimaya	0.407000	0.000000
badiraguato	2.421000	0.000000
badis	27.619000	0.024000
badjidi	0.470000	0.000000
badong	19.314000	0.004000
badozhsky	1.658000	0.000000
badr_hunayn	4.472000	0.026000
badra	15.203000	0.022000
badreh	4.455000	0.008000
badrinath	16.607000	0.011000
badtjala	0.407000	0.000000
badulla	25.398000	0.017000
baekcheon	22.408000	0.009000
baena	11.959000	0.008000
baependi	0.314000	0.000000
baeza	17.697000	0.051000
bafan	8.460000	0.003000
bafata	18.969000	0.016000
bafoulabe	8.633000	0.016000
bafoussam	8.454000	0.000000
bafq	2.220000	0.007000
bafra	28.191000	0.025000
baft	5.820000	0.007000
bag_ngula	30.738000	0.000000
bagadya	0.157000	0.000000
bagagem	2.932000	0.000000
bagalkot	77.681000	0.000000
bagaluhan	69.660000	0.002000
bagamoyo	11.024000	0.000000
bagansiapipi	1.163000	0.007000
baganuur	25.719000	0.004000
bagayevskaya	2.434000	0.005000
bagdarin	0.157000	0.000000
bage	30.574000	0.000000
bagh	0.917000	0.004000
bagh_iran	2.342000	0.006000
bagh_malek	8.297000	0.007000
baghai	30.381000	0.010000
baghdad	66.538000	2.868000
baghin	1.372000	0.007000
baghlan	7.839000	0.001000
baghran	4.763000	0.010000
bago_negros	9.691000	0.010000
bagram	13.825000	0.001000
bagu	0.202000	0.000000
bagua	23.484000	0.000000
bahadamer	107.711000	0.061000
bahal	18.533000	0.007000
baham	0.816000	0.000000
bahama	1.096000	0.000000
bahariyya	4.279000	0.010000
bahcesaray	1.303000	0.009000
bahir_dar	7.245000	0.008000
bahla	3.811000	0.002000
bahr_salamat	12.110000	0.000000
bahraich	119.770000	0.000000
bahramchah	2.720000	0.010000
bahreman	1.399000	0.007000
baht	35.156000	0.011000
bai	6.155000	0.016000
bai_xinjiang	10.206000	0.004000
baia_crisului	22.285000	0.009000
baia_de_aries	13.814000	0.009000
baia_mare	15.300000	0.008000
baibalyk	4.482000	0.004000
baicang	26.707000	0.004000
baideng	38.760000	0.004000
baidoa	14.785000	0.007000
baidrag	4.027000	0.004000
baie_verte	0.106000	0.000000
baihekou	9.334000	0.004000
baijnath	36.721000	0.029000
bailongdui	0.008000	0.000000
bailundo	9.596000	0.000000
baima	23.310000	0.004000
baima_daming	50.300000	0.004000
baimachen	21.152000	0.004000
baimaguan	7.471000	0.004000
baini	7.687000	0.004000
baining	22.305000	0.000000
baise	7.124000	0.004000
baishan	10.382000	0.003000
baishui	32.569000	0.004000
baita	15.766000	0.009000
baitan	24.033000	0.004000
baiting	30.585000	0.004000
baiyungu	0.446000	0.000000
baja_hungary	32.784000	0.010000
bajaur	7.085000	0.030000
bajaura	14.564000	0.008000
bajdah	10.272000	0.121000
bajestan	4.288000	0.001000
bajhang	13.634000	0.020000
bajo_flores	9.893000	0.000000
bajone	14.361000	0.000000
bajrajinaparamitapura	79.612000	0.006000
bajura	28.954000	0.052000
bajwara	75.089000	0.000000
bakairi	2.549000	0.000000
bakanas	2.091000	0.001000
bakanh	0.300000	0.000000
bakas	11.769000	0.000000
bakel	7.543000	0.017000
bakele_kongo	5.715000	0.000000
bakgalagadi	1.528000	0.000000
bakgatla	10.164000	0.000000
bakhalal	0.773000	0.018000
bakhanay	3.678000	0.000000
bakhapcha	0.157000	0.000000
bakharz	3.183000	0.001000
bakhmach	15.736000	0.011000
bakhmut	4.470000	0.009000
bakhtinsky	0.546000	0.000000
bakka	16.464000	0.000000
bakongo	24.743000	0.000000
bakota	4.000000	0.000000
baku	15.736000	0.021000
bakulabe	4.959000	0.000000
bakusaya	9.589000	0.022000
baky	0.157000	0.000000
bal_cattinon	22.547000	0.000000
bala	0.157000	0.000000
balabak	1.609000	0.000000
balad	13.822000	0.009000
balad_ruz	8.928000	0.000000
balagachchy	0.157000	0.000000
balaganakh	0.157000	0.000000
balagannakh	0.157000	0.000000
balagansk	0.407000	0.000000
balaghat	130.954000	0.015000
balaguer	18.682000	0.025000
balakan	15.611000	0.006000
balakovo	4.784000	0.008000
balambangan	85.439000	0.005000
balanda	5.235000	0.023000
balanggarra	0.196000	0.000000
balangir	36.600000	5.600000
balanipa	18.692000	0.024000
balasagun	12.243000	0.688000
balashov	4.191000	0.005000
balasore	45.775000	0.005000
balassagyarmat	14.715000	0.008000
balat	9.069000	0.072000
balbalan	0.756000	0.000000
balcheta	3.068000	0.000000
baldan_bereeven	6.576000	0.002000
bale	9.180000	0.008000
baleh	6.134000	0.000000
baleknagiq	0.210000	0.000000
baler	0.748000	0.000000
balga	9.116000	0.017000
balhaf	10.205000	0.003000
balho	5.020000	0.020000
balibo	22.068000	0.005000
balige	14.359000	0.007000
baligram	13.381000	0.007000
baliisshe_aashe	0.420000	0.000000
balikesir	22.773000	0.031000
balikley	3.082000	0.005000
baling	91.981000	0.004000
balingen	9.549000	0.032000
baliseyh	14.985000	0.005000
balj	5.781000	0.004000
balkh	40.179000	4.468000
balkonda	97.664000	0.010000
balla_arat	0.247000	0.000000
balladonia	0.416000	0.000000
ballaghaderreen	2.628000	0.024000
ballalapura	65.428000	0.000000
ballardong	0.496000	0.000000
ballarpur	122.495000	0.055000
balle	5.343000	0.017000
ballenstedt	12.151000	0.003000
ballia	206.427000	0.009000
ballou	8.724000	0.016000
ballsh	11.652000	0.009000
ballycastle	3.743000	0.000000
ballymena	4.019000	0.019000
ballymore	2.740000	0.000000
balotipone	0.703000	0.000000
